row_id,sample_id,split,homonym,judged_meaning,precontext,sentence,ending,example_sentence,choices_json,nonsensical_json,average,stdev,has_ending,story_text,meaning_text,model_input
1935,1672,train,delivery,your characteristic style or manner of expressing yourself orally,Emma and Jake were at the café discussing their new project. They had just received feedback from their mentor. They needed to improve certain aspects of their presentation.,Their delivery manner is morally okay.,They decided to practice speaking more confidently to make sure their message came across clearly.,Her delivery captivated the entire audience.,"[5, 5, 5, 1, 5]","[false, false, false, false, false]",4.2,1.7888543819998317,True,Precontext: Emma and Jake were at the café discussing their new project. They had just received feedback from their mentor. They needed to improve certain aspects of their presentation. Ambiguous sentence: Their delivery manner is morally okay. Ending: They decided to practice speaking more confidently to make sure their message came across clearly.,Homonym: delivery. Candidate meaning: your characteristic style or manner of expressing yourself orally. Example sentence for this meaning: Her delivery captivated the entire audience.,Precontext: Emma and Jake were at the café discussing their new project. They had just received feedback from their mentor. They needed to improve certain aspects of their presentation. Ambiguous sentence: Their delivery manner is morally okay. Ending: They decided to practice speaking more confidently to make sure their message came across clearly. [SEP] Homonym: delivery. Candidate meaning: your characteristic style or manner of expressing yourself orally. Example sentence for this meaning: Her delivery captivated the entire audience.
1936,1673,train,delivery,the act of delivering or distributing something (as goods or mail),Emma and Jake were at the café discussing their new project. They had just received feedback from their mentor. They needed to improve certain aspects of their presentation.,Their delivery manner is morally okay.,,The delivery of packages was delayed.,"[2, 2, 1, 1, 1]","[false, true, false, false, false]",1.4,0.5477225575051661,False,Precontext: Emma and Jake were at the café discussing their new project. They had just received feedback from their mentor. They needed to improve certain aspects of their presentation. Ambiguous sentence: Their delivery manner is morally okay. Ending: NO_ENDING,Homonym: delivery. Candidate meaning: the act of delivering or distributing something (as goods or mail). Example sentence for this meaning: The delivery of packages was delayed.,Precontext: Emma and Jake were at the café discussing their new project. They had just received feedback from their mentor. They needed to improve certain aspects of their presentation. Ambiguous sentence: Their delivery manner is morally okay. Ending: NO_ENDING [SEP] Homonym: delivery. Candidate meaning: the act of delivering or distributing something (as goods or mail). Example sentence for this meaning: The delivery of packages was delayed.
1937,1674,train,delivery,your characteristic style or manner of expressing yourself orally,Emma and Jake were at the café discussing their new project. They had just received feedback from their mentor. They needed to improve certain aspects of their presentation.,Their delivery manner is morally okay.,,Her delivery captivated the entire audience.,"[4, 4, 5, 5, 5]","[false, false, false, false, false]",4.6,0.5477225575051661,False,Precontext: Emma and Jake were at the café discussing their new project. They had just received feedback from their mentor. They needed to improve certain aspects of their presentation. Ambiguous sentence: Their delivery manner is morally okay. Ending: NO_ENDING,Homonym: delivery. Candidate meaning: your characteristic style or manner of expressing yourself orally. Example sentence for this meaning: Her delivery captivated the entire audience.,Precontext: Emma and Jake were at the café discussing their new project. They had just received feedback from their mentor. They needed to improve certain aspects of their presentation. Ambiguous sentence: Their delivery manner is morally okay. Ending: NO_ENDING [SEP] Homonym: delivery. Candidate meaning: your characteristic style or manner of expressing yourself orally. Example sentence for this meaning: Her delivery captivated the entire audience.
1938,3566,train,delivery,the act of delivering or distributing something (as goods or mail),"It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening.","They went to see that comedian the other night. He was so funny, and his delivery was just superb.",It kept the audience on side.,The delivery of packages was delayed.,"[1, 2, 1, 2, 4]","[false, false, false, false, false]",2.0,1.224744871391589,True,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: It kept the audience on side.",Homonym: delivery. Candidate meaning: the act of delivering or distributing something (as goods or mail). Example sentence for this meaning: The delivery of packages was delayed.,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: It kept the audience on side. [SEP] Homonym: delivery. Candidate meaning: the act of delivering or distributing something (as goods or mail). Example sentence for this meaning: The delivery of packages was delayed."
1939,3567,train,delivery,your characteristic style or manner of expressing yourself orally,"It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening.","They went to see that comedian the other night. He was so funny, and his delivery was just superb.",It kept the audience on side.,Her delivery captivated the entire audience.,"[5, 5, 5, 5, 5]","[false, false, false, false, false]",5.0,0.0,True,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: It kept the audience on side.",Homonym: delivery. Candidate meaning: your characteristic style or manner of expressing yourself orally. Example sentence for this meaning: Her delivery captivated the entire audience.,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: It kept the audience on side. [SEP] Homonym: delivery. Candidate meaning: your characteristic style or manner of expressing yourself orally. Example sentence for this meaning: Her delivery captivated the entire audience."
1940,3568,train,delivery,the act of delivering or distributing something (as goods or mail),"It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening.","They went to see that comedian the other night. He was so funny, and his delivery was just superb.",They left the venue in hysterics. What a great night they both had!,The delivery of packages was delayed.,"[2, 1, 1, 2, 1]","[false, false, false, false, false]",1.4,0.5477225575051661,True,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: They left the venue in hysterics. What a great night they both had!",Homonym: delivery. Candidate meaning: the act of delivering or distributing something (as goods or mail). Example sentence for this meaning: The delivery of packages was delayed.,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: They left the venue in hysterics. What a great night they both had! [SEP] Homonym: delivery. Candidate meaning: the act of delivering or distributing something (as goods or mail). Example sentence for this meaning: The delivery of packages was delayed."
1941,3569,train,delivery,your characteristic style or manner of expressing yourself orally,"It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening.","They went to see that comedian the other night. He was so funny, and his delivery was just superb.",They left the venue in hysterics. What a great night they both had!,Her delivery captivated the entire audience.,"[5, 5, 5, 5, 5]","[false, false, false, false, false]",5.0,0.0,True,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: They left the venue in hysterics. What a great night they both had!",Homonym: delivery. Candidate meaning: your characteristic style or manner of expressing yourself orally. Example sentence for this meaning: Her delivery captivated the entire audience.,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: They left the venue in hysterics. What a great night they both had! [SEP] Homonym: delivery. Candidate meaning: your characteristic style or manner of expressing yourself orally. Example sentence for this meaning: Her delivery captivated the entire audience."
1942,3570,train,delivery,the act of delivering or distributing something (as goods or mail),"It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening.","They went to see that comedian the other night. He was so funny, and his delivery was just superb.",,The delivery of packages was delayed.,"[2, 2, 2, 2, 1]","[false, false, false, false, false]",1.8,0.4472135954999579,False,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: NO_ENDING",Homonym: delivery. Candidate meaning: the act of delivering or distributing something (as goods or mail). Example sentence for this meaning: The delivery of packages was delayed.,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: NO_ENDING [SEP] Homonym: delivery. Candidate meaning: the act of delivering or distributing something (as goods or mail). Example sentence for this meaning: The delivery of packages was delayed."
1943,3571,train,delivery,your characteristic style or manner of expressing yourself orally,"It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening.","They went to see that comedian the other night. He was so funny, and his delivery was just superb.",,Her delivery captivated the entire audience.,"[5, 5, 5, 5, 5]","[false, false, false, false, false]",5.0,0.0,False,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: NO_ENDING",Homonym: delivery. Candidate meaning: your characteristic style or manner of expressing yourself orally. Example sentence for this meaning: Her delivery captivated the entire audience.,"Precontext: It had been a long week, and they needed a break. A friend recommended a new place in town, a small comedy club that had great reviews. They decided to give it a try and hoped for a fun evening. Ambiguous sentence: They went to see that comedian the other night. He was so funny, and his delivery was just superb. Ending: NO_ENDING [SEP] Homonym: delivery. Candidate meaning: your characteristic style or manner of expressing yourself orally. Example sentence for this meaning: Her delivery captivated the entire audience."
1944,91,train,change,an event that occurs when something passes from one state or phase to another,"Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand.",Justin went to the bank for change.,He wanted something different at that particular time in his life.,The change improved the overall experience.,"[5, 5, 3, 4, 4]","[false, false, false, false, false]",4.2,0.8366600265340756,True,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: He wanted something different at that particular time in his life.",Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience.,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: He wanted something different at that particular time in his life. [SEP] Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience."
1945,92,train,change,coins of small denomination regarded collectively,"Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand.",Justin went to the bank for change.,He wanted something different at that particular time in his life.,I found some change in my pocket.,"[2, 5, 5, 5, 3]","[false, false, false, false, false]",4.0,1.4142135623730951,True,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: He wanted something different at that particular time in his life.",Homonym: change. Candidate meaning: coins of small denomination regarded collectively. Example sentence for this meaning: I found some change in my pocket.,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: He wanted something different at that particular time in his life. [SEP] Homonym: change. Candidate meaning: coins of small denomination regarded collectively. Example sentence for this meaning: I found some change in my pocket."
1946,93,train,change,an event that occurs when something passes from one state or phase to another,"Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand.",Justin went to the bank for change.,"The bank was busy, but Justin waited in line to get the coins needed for petty cash.",The change improved the overall experience.,"[1, 1, 3, 5, 2]","[false, false, false, false, false]",2.4,1.6733200530681511,True,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: The bank was busy, but Justin waited in line to get the coins needed for petty cash.",Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience.,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: The bank was busy, but Justin waited in line to get the coins needed for petty cash. [SEP] Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience."
1947,94,train,change,coins of small denomination regarded collectively,"Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand.",Justin went to the bank for change.,"The bank was busy, but Justin waited in line to get the coins needed for petty cash.",I found some change in my pocket.,"[4, 5, 4, 5, 5]","[false, false, false, false, false]",4.6,0.5477225575051661,True,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: The bank was busy, but Justin waited in line to get the coins needed for petty cash.",Homonym: change. Candidate meaning: coins of small denomination regarded collectively. Example sentence for this meaning: I found some change in my pocket.,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: The bank was busy, but Justin waited in line to get the coins needed for petty cash. [SEP] Homonym: change. Candidate meaning: coins of small denomination regarded collectively. Example sentence for this meaning: I found some change in my pocket."
1948,95,train,change,an event that occurs when something passes from one state or phase to another,"Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand.",Justin went to the bank for change.,,The change improved the overall experience.,"[2, 1, 2, 2, 1]","[false, false, false, false, false]",1.6,0.5477225575051661,False,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: NO_ENDING",Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience.,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: NO_ENDING [SEP] Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience."
1949,96,train,change,coins of small denomination regarded collectively,"Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand.",Justin went to the bank for change.,,I found some change in my pocket.,"[2, 3, 5, 4, 4]","[false, false, false, false, false]",3.6,1.140175425099138,False,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: NO_ENDING",Homonym: change. Candidate meaning: coins of small denomination regarded collectively. Example sentence for this meaning: I found some change in my pocket.,"Precontext: Justin was having a tough week at work. He felt stuck and needed something fresh in his life. Hoping to clear his head, he decided to run an errand. Ambiguous sentence: Justin went to the bank for change. Ending: NO_ENDING [SEP] Homonym: change. Candidate meaning: coins of small denomination regarded collectively. Example sentence for this meaning: I found some change in my pocket."
1950,925,train,change,an event that occurs when something passes from one state or phase to another,"Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring.",Somebody told her there was change in her office.,Her supervisor had been fired.,The change improved the overall experience.,"[5, 5, 5, 4, 1]","[false, false, false, false, true]",4.0,1.7320508075688772,True,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: Her supervisor had been fired.",Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience.,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: Her supervisor had been fired. [SEP] Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience."
1951,926,train,change,the balance of money received when the amount you tender is greater than the amount due,"Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring.",Somebody told her there was change in her office.,Her supervisor had been fired.,I received my change after paying.,"[1, 1, 1, 2, 2, 3]","[false, false, false, false, false, false]",1.6666666666666667,0.816496580927726,True,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: Her supervisor had been fired.",Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying.,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: Her supervisor had been fired. [SEP] Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying."
1952,927,train,change,an event that occurs when something passes from one state or phase to another,"Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring.",Somebody told her there was change in her office.,She would use it to pay for her next drink.,The change improved the overall experience.,"[2, 1, 1, 4, 1]","[false, false, false, false, false]",1.8,1.3038404810405297,True,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: She would use it to pay for her next drink.",Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience.,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: She would use it to pay for her next drink. [SEP] Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience."
1953,928,train,change,the balance of money received when the amount you tender is greater than the amount due,"Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring.",Somebody told her there was change in her office.,She would use it to pay for her next drink.,I received my change after paying.,"[3, 4, 4, 5, 4]","[false, false, false, false, false]",4.0,0.7071067811865476,True,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: She would use it to pay for her next drink.",Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying.,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: She would use it to pay for her next drink. [SEP] Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying."
1954,929,train,change,an event that occurs when something passes from one state or phase to another,"Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring.",Somebody told her there was change in her office.,,The change improved the overall experience.,"[5, 5, 4, 4, 5]","[false, false, false, false, false]",4.6,0.5477225575051661,False,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: NO_ENDING",Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience.,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: NO_ENDING [SEP] Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience."
1955,930,train,change,the balance of money received when the amount you tender is greater than the amount due,"Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring.",Somebody told her there was change in her office.,,I received my change after paying.,"[3, 1, 1, 3, 1]","[false, false, false, false, false]",1.8,1.0954451150103321,False,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: NO_ENDING",Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying.,"Precontext: Jane walked into the building with a list of tasks to complete. Her office was at the end of a long hallway filled with people chatting. She held her coffee tightly, wondering what surprises the day might bring. Ambiguous sentence: Somebody told her there was change in her office. Ending: NO_ENDING [SEP] Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying."
1956,1015,train,change,an event that occurs when something passes from one state or phase to another,"Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all.",She wants to see the change.,She wanted to see the change in the shop.,The change improved the overall experience.,"[4, 3, 2, 5, 2]","[false, false, false, false, false]",3.2,1.3038404810405297,True,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: She wanted to see the change in the shop.",Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience.,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: She wanted to see the change in the shop. [SEP] Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience."
1957,1016,train,change,the balance of money received when the amount you tender is greater than the amount due,"Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all.",She wants to see the change.,She wanted to see the change in the shop.,I received my change after paying.,"[4, 4, 2, 2, 3]","[false, false, false, false, false]",3.0,1.0,True,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: She wanted to see the change in the shop.",Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying.,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: She wanted to see the change in the shop. [SEP] Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying."
1958,1017,train,change,an event that occurs when something passes from one state or phase to another,"Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all.",She wants to see the change.,She was interested in what sort of coins she would get back after paying.,The change improved the overall experience.,"[1, 2, 2, 1, 1]","[false, false, false, false, false]",1.4,0.5477225575051661,True,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: She was interested in what sort of coins she would get back after paying.",Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience.,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: She was interested in what sort of coins she would get back after paying. [SEP] Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience."
1959,1018,train,change,the balance of money received when the amount you tender is greater than the amount due,"Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all.",She wants to see the change.,She was interested in what sort of coins she would get back after paying.,I received my change after paying.,"[5, 5, 5, 5, 5]","[false, false, false, false, false]",5.0,0.0,True,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: She was interested in what sort of coins she would get back after paying.",Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying.,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: She was interested in what sort of coins she would get back after paying. [SEP] Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying."
1960,1019,train,change,an event that occurs when something passes from one state or phase to another,"Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all.",She wants to see the change.,,The change improved the overall experience.,"[2, 1, 4, 2, 2, 2]","[false, false, false, false, false, false]",2.1666666666666665,0.983192080250175,False,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: NO_ENDING",Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience.,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: NO_ENDING [SEP] Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience."
1961,1020,train,change,the balance of money received when the amount you tender is greater than the amount due,"Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all.",She wants to see the change.,,I received my change after paying.,"[3, 4, 5, 3, 4]","[true, false, false, true, false]",3.8,0.8366600265340756,False,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: NO_ENDING",Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying.,"Precontext: Anna walked to the corner store every afternoon. She had been saving her coins for weeks now. Today, she planned to use them all. Ambiguous sentence: She wants to see the change. Ending: NO_ENDING [SEP] Homonym: change. Candidate meaning: the balance of money received when the amount you tender is greater than the amount due. Example sentence for this meaning: I received my change after paying."
1962,1501,train,change,an event that occurs when something passes from one state or phase to another,"Peter walked down the street towards his usual corner shop. He had a few notes in his pocket, ready to buy his groceries. The shopkeeper greeted him with a friendly smile as Peter browsed the aisles for what he needed.",Peter handed over the notes to the shopkeeper and was suddenly struck by a feeling that change was coming his way.,"This was because the shop had put a barricade in front of the door, meaning he had to leave by the back exit.",The change improved the overall experience.,"[4, 4, 4, 1, 5]","[false, false, false, false, true]",3.6,1.51657508881031,True,"Precontext: Peter walked down the street towards his usual corner shop. He had a few notes in his pocket, ready to buy his groceries. The shopkeeper greeted him with a friendly smile as Peter browsed the aisles for what he needed. Ambiguous sentence: Peter handed over the notes to the shopkeeper and was suddenly struck by a feeling that change was coming his way. Ending: This was because the shop had put a barricade in front of the door, meaning he had to leave by the back exit.",Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience.,"Precontext: Peter walked down the street towards his usual corner shop. He had a few notes in his pocket, ready to buy his groceries. The shopkeeper greeted him with a friendly smile as Peter browsed the aisles for what he needed. Ambiguous sentence: Peter handed over the notes to the shopkeeper and was suddenly struck by a feeling that change was coming his way. Ending: This was because the shop had put a barricade in front of the door, meaning he had to leave by the back exit. [SEP] Homonym: change. Candidate meaning: an event that occurs when something passes from one state or phase to another. Example sentence for this meaning: The change improved the overall experience."
